seller_id,order_count,avg_vlt_days,vlt_std_dev,on_time_rate,vlt_cv
6560211a19b47992c3666cc44a7e94c0,1819,9.539485927874267,7.4975898527278515,0.9378757515030061,0.7859532378804587
4a3ca9315b744ce9f8e9374361493884,1772,14.416470988208578,9.326389020534066,0.8902001026167266,0.6469259382661847
cc419e0650a3c5ba77189a1882b7556a,1651,11.539753288410575,8.107940781242174,0.9400814426992438,0.7026095427347667
1f50f920176fa81dab994f9023523100,1399,15.571830969241567,9.23353614990319,0.9055036344755971,0.5929640623599007
da8622b14eb17ae2831f4ac5b9dab84a,1311,11.169686722413628,9.412003210109111,0.9270025839793282,0.8426380653293108
955fee9216a65b617aa5c0531780ce60,1261,10.740379176731079,8.201792064812787,0.9191576086956522,0.7636408296070111
7a67c85e85bb2ce8582c35f2203ad736,1144,11.000076304640864,7.601444199861272,0.9419410745233969,0.6910355882398989
ea8482cd71df3c1969d7b9473ff13abc,1132,13.315562346068711,9.192070167242195,0.8964646464646465,0.6903253447614297
4869f7a5dfa277a7dca6462dcf3b52b2,1124,15.005261495434894,9.542576323955029,0.8841463414634146,0.6359486855232881
3d871de0142ce09b7081e2b9d1733cb1,1064,13.42082487023938,9.07299091333697,0.9407603890362511,0.6760382466100341
7c67e1448b00f6e969d365cea6b010ab,973,22.392545647123136,12.020685160641017,0.9040590405904059,0.5368163740769404
8b321bb669392f5163d04c59e235e066,930,12.61689872397273,9.425964887941834,0.8975124378109453,0.7470904771575947
1025f0e2d44d7041d6cf58b6550e0bfa,910,12.051349105046949,7.840125885009999,0.9077464788732394,0.6505600175275527
620c87c171fb2a6dd6e8bb4dec959fc6,724,12.884672917555841,9.481444379019662,0.9052496798975672,0.7358700092495825
a1043bafd471dff536d0c462352beb48,702,13.586722905585107,8.111506995792059,0.9441489361702128,0.5970171800926075
cca3071e3e9bb7d12640c9fbe2301306,699,14.24264624133007,11.714720666487072,0.9461444308445532,0.8225101198183713
f8db351d8c4c4c22c6835c19a46f01b0,659,9.914259048526818,7.5389851499716105,0.9411764705882353,0.7604184148377529
e9779976487b77c6d4ac45f75ec7afe9,645,9.849296302569508,9.29261358120465,0.9254742547425474,0.9434799498092438
fa1c13f2614d7b5c4749cbc52fecda94,578,13.341870562272117,9.8611061750917,0.8981001727115717,0.7391097169670305
7d13fca15225358621be4086e1eb0964,558,15.692606558506844,10.048943993907773,0.8809106830122592,0.6403616860234297
128639473a139ac0f3e5f5ade55873a5,527,14.412933066753578,7.370243397555311,0.9368231046931408,0.5113631877300747
d91fb3b7d041e83b64a00a3edfb37e4f,524,11.286405930335096,7.493924091475427,0.9371428571428572,0.6639778985206968
391fc6631aebcf3004804e51b40bcf1e,521,14.269101584022037,8.531901792457663,0.9041322314049587,0.5979284499601112
d2374cbcbb3ca4ab1086534108cc3ab7,514,14.297114882019116,7.507897853222044,0.9467741935483871,0.5251337710564538
46dc3b2cc0980fb8ec44634e21d2718e,504,11.798776704304494,7.980839687378779,0.9370229007633588,0.6764124694780574
85d9eb9ddc5d00ca9336a2219c97bb13,499,14.738470594618056,8.093171418439612,0.96484375,0.5491188089349609
53e4c6e0f4312d4d2107a8c9cddf45cd,463,12.027491274233217,10.37429030121379,0.947265625,0.8625481461324259
1835b56ce799e6a4dc4eddc053f04066,417,12.770313550278953,8.654464285761208,0.8947368421052632,0.6777017848220461
